ctryname,cowcode2,politycode,un_region_name,un_continent_name,ehead,leaderspellreg,democracy,regime,start_year,duration,observed
Grenada,55,55.0,Caribbean,Americas,Nicholas Brathwaite,Nicholas Brathwaite.Grenada.1990.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1990,5,1
Grenada,55,55.0,Caribbean,Americas,Keith Mitchell,Keith Mitchell.Grenada.1995.2007.Parliamentary Dem,Democracy,Parliamentary Dem,1995,13,1
Grenada,55,55.0,Caribbean,Americas,Tillman Joseph Thomas,Tillman Joseph Thomas.Grenada.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,1,0
Guatemala,90,90.0,Central America,Americas,Juan Arevalo,Juan Arevalo.Guatemala.1946.1950.Presidential Dem,Democracy,Presidential Dem,1946,5,1
Guatemala,90,90.0,Central America,Americas,Jacobo Arbenz Guzman,Jacobo Arbenz Guzman.Guatemala.1951.1953.Presidential Dem,Democracy,Presidential Dem,1951,3,1
Guatemala,90,90.0,Central America,Americas,Carlos Castillo Armas,Carlos Castillo Armas.Guatemala.1954.1956.Military Dict,Non-democracy,Military Dict,1954,3,0
Guatemala,90,90.0,Central America,Americas,Guillermo Flores Avendano,Guillermo Flores Avendano.Guatemala.1957.1957.Military Dict,Non-democracy,Military Dict,1957,1,1
Guatemala,90,90.0,Central America,Americas,Miguel Ydigoras Fuentes,Miguel Ydigoras Fuentes.Guatemala.1958.1962.Presidential Dem,Democracy,Presidential Dem,1958,5,1
Guatemala,90,90.0,Central America,Americas,Enrique Peralta Azurdia,Enrique Peralta Azurdia.Guatemala.1963.1965.Military Dict,Non-democracy,Military Dict,1963,3,1
Guatemala,90,90.0,Central America,Americas,Julio Mendez Montenegro,Julio Mendez Montenegro.Guatemala.1966.1969.Presidential Dem,Democracy,Presidential Dem,1966,4,1
Guatemala,90,90.0,Central America,Americas,Carlos Arana Osorio,Carlos Arana Osorio.Guatemala.1970.1973.Presidential Dem,Democracy,Presidential Dem,1970,4,1
Guatemala,90,90.0,Central America,Americas,Kjell Laugerud Garcia,Kjell Laugerud Garcia.Guatemala.1974.1977.Presidential Dem,Democracy,Presidential Dem,1974,4,1
Guatemala,90,90.0,Central America,Americas,Romeo Lucas Garcia,Romeo Lucas Garcia.Guatemala.1978.1981.Presidential Dem,Democracy,Presidential Dem,1978,4,1
Guatemala,90,90.0,Central America,Americas,Efrain Rios Montt,Efrain Rios Montt.Guatemala.1982.1982.Military Dict,Non-democracy,Military Dict,1982,1,1
Guatemala,90,90.0,Central America,Americas,Oscar Humberto Mejia Victores,Oscar Humberto Mejia Victores.Guatemala.1983.1985.Military Dict,Non-democracy,Military Dict,1983,3,1
Guatemala,90,90.0,Central America,Americas,Marco Vinicio Cerezo Arevalo,Marco Vinicio Cerezo Arevalo.Guatemala.1986.1990.Presidential Dem,Democracy,Presidential Dem,1986,5,1
Guatemala,90,90.0,Central America,Americas,Jorge Serrano Elias,Jorge Serrano Elias.Guatemala.1991.1992.Presidential Dem,Democracy,Presidential Dem,1991,2,1
Guatemala,90,90.0,Central America,Americas,Ramiro de Leon Carpio,Ramiro de Leon Carpio.Guatemala.1993.1995.Presidential Dem,Democracy,Presidential Dem,1993,3,1
Guatemala,90,90.0,Central America,Americas,Alvaro Arzu Irigoyen,Alvaro Arzu Irigoyen.Guatemala.1996.1999.Presidential Dem,Democracy,Presidential Dem,1996,4,1
Guatemala,90,90.0,Central America,Americas,Alfonso Antonio Portillo Cabrera,Alfonso Antonio Portillo Cabrera.Guatemala.2000.2007.Presidential Dem,Democracy,Presidential Dem,2000,8,1
Guatemala,90,90.0,Central America,Americas,ï¿½lvaro Colom Caballeros,ï¿½lvaro Colom Caballeros.Guatemala.2008.2008.Presidential Dem,Democracy,Presidential Dem,2008,1,0
Guinea,438,438.0,Western Africa,Africa,Ahmed Sekou Toure,Ahmed Sekou Toure.Guinea.1958.1983.Civilian Dict,Non-democracy,Civilian Dict,1958,26,0
Guinea,438,438.0,Western Africa,Africa,Lansana Conte,Lansana Conte.Guinea.1984.2007.Military Dict,Non-democracy,Military Dict,1984,24,0
Guinea,438,438.0,Western Africa,Africa,Moussa Dadis Camara,Moussa Dadis Camara.Guinea.2008.2008.Military Dict,Non-democracy,Military Dict,2008,1,0
Guinea-Bissau,404,404.0,Western Africa,Africa,Luis Cabral,Luis Cabral.Guinea-Bissau.1974.1979.Civilian Dict,Non-democracy,Civilian Dict,1974,6,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Joao Vieira,Joao Vieira.Guinea-Bissau.1980.1998.Military Dict,Non-democracy,Military Dict,1980,19,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Ansumane Mane,Ansumane Mane.Guinea-Bissau.1999.1999.Military Dict,Non-democracy,Military Dict,1999,1,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Kumba Iala,Kumba Iala.Guinea-Bissau.2000.2002.Mixed Dem,Democracy,Mixed Dem,2000,3,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Henrique Rosa,Henrique Rosa.Guinea-Bissau.2003.2003.Civilian Dict,Non-democracy,Civilian Dict,2003,1,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Carlos Gomes,Carlos Gomes.Guinea-Bissau.2004.2004.Mixed Dem,Democracy,Mixed Dem,2004,1,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Aristides Gomes,Aristides Gomes.Guinea-Bissau.2005.2006.Mixed Dem,Democracy,Mixed Dem,2005,2,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Martinho Ndafa Cabi,Martinho Ndafa Cabi.Guinea-Bissau.2007.2007.Mixed Dem,Democracy,Mixed Dem,2007,1,1
Guinea-Bissau,404,404.0,Western Africa,Africa,Carlos Correia,Carlos Correia.Guinea-Bissau.2008.2008.Mixed Dem,Democracy,Mixed Dem,2008,1,0
Guyana,110,110.0,South America,Americas,Forbes Burnham,Forbes Burnham.Guyana.1966.1984.Civilian Dict,Non-democracy,Civilian Dict,1966,19,0
Guyana,110,110.0,South America,Americas,Desmond Hoyte,Desmond Hoyte.Guyana.1985.1991.Civilian Dict,Non-democracy,Civilian Dict,1985,7,1
Guyana,110,110.0,South America,Americas,Cheddi Jagan,Cheddi Jagan.Guyana.1992.1996.Civilian Dict,Non-democracy,Civilian Dict,1992,5,0
Guyana,110,110.0,South America,Americas,Janet Jagan,Janet Jagan.Guyana.1997.1998.Civilian Dict,Non-democracy,Civilian Dict,1997,2,1
Guyana,110,110.0,South America,Americas,Bharrat Jagdeo,Bharrat Jagdeo.Guyana.1999.2008.Civilian Dict,Non-democracy,Civilian Dict,1999,10,0
Haiti,41,41.0,Caribbean,Americas,Dumarsais Estime,Dumarsais Estime.Haiti.1946.1949.Civilian Dict,Non-democracy,Civilian Dict,1946,4,1
Haiti,41,41.0,Caribbean,Americas,Paul Eugene Magloire,Paul Eugene Magloire.Haiti.1950.1955.Military Dict,Non-democracy,Military Dict,1950,6,1
Haiti,41,41.0,Caribbean,Americas,Joseph Nemours Pierre-Louis,Joseph Nemours Pierre-Louis.Haiti.1956.1956.Civilian Dict,Non-democracy,Civilian Dict,1956,1,1
Haiti,41,41.0,Caribbean,Americas,Francois Duvalier,Francois Duvalier.Haiti.1957.1970.Civilian Dict,Non-democracy,Civilian Dict,1957,14,0
Haiti,41,41.0,Caribbean,Americas,Jean-Claude Duvalier,Jean-Claude Duvalier.Haiti.1971.1985.Civilian Dict,Non-democracy,Civilian Dict,1971,15,1
Haiti,41,41.0,Caribbean,Americas,Henri Namphy,Henri Namphy.Haiti.1986.1987.Military Dict,Non-democracy,Military Dict,1986,2,1
Haiti,41,41.0,Caribbean,Americas,Prosper Avril,Prosper Avril.Haiti.1988.1989.Military Dict,Non-democracy,Military Dict,1988,2,1
Haiti,41,41.0,Caribbean,Americas,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot.Haiti.1990.1990.Civilian Dict,Non-democracy,Civilian Dict,1990,1,1
Haiti,41,41.0,Caribbean,Americas,Joseph Nerette,Joseph Nerette.Haiti.1991.1991.Civilian Dict,Non-democracy,Civilian Dict,1991,1,1
Haiti,41,41.0,Caribbean,Americas,Marc Bazin,Marc Bazin.Haiti.1992.1992.Civilian Dict,Non-democracy,Civilian Dict,1992,1,1
Haiti,41,41.0,Caribbean,Americas,Jean-Bertrand Aristide,Jean-Bertrand Aristide.Haiti.1993.1995.Civilian Dict,Non-democracy,Civilian Dict,1993,3,1
Haiti,41,41.0,Caribbean,Americas,Rene Garcia Preval,Rene Garcia Preval.Haiti.1996.2000.Civilian Dict,Non-democracy,Civilian Dict,1996,5,1
Haiti,41,41.0,Caribbean,Americas,Jean-Bertrand Aristide,Jean-Bertrand Aristide.Haiti.2001.2003.Civilian Dict,Non-democracy,Civilian Dict,2001,3,1
Haiti,41,41.0,Caribbean,Americas,Boniface Alexandre,Boniface Alexandre.Haiti.2004.2005.Civilian Dict,Non-democracy,Civilian Dict,2004,2,1
Haiti,41,41.0,Caribbean,Americas,Rene Garcia Preval,Rene Garcia Preval.Haiti.2006.2008.Civilian Dict,Non-democracy,Civilian Dict,2006,3,0
Honduras,91,91.0,Central America,Americas,Tiburcio Carias Andino,Tiburcio Carias Andino.Honduras.1946.1948.Military Dict,Non-democracy,Military Dict,1946,3,1
Honduras,91,91.0,Central America,Americas,Juan Manuel Galvez,Juan Manuel Galvez.Honduras.1949.1953.Civilian Dict,Non-democracy,Civilian Dict,1949,5,1
Honduras,91,91.0,Central America,Americas,Julio Lozano Diaz,Julio Lozano Diaz.Honduras.1954.1955.Civilian Dict,Non-democracy,Civilian Dict,1954,2,1
Honduras,91,91.0,Central America,Americas,Roque Rodriguez,Roque Rodriguez.Honduras.1956.1956.Military Dict,Non-democracy,Military Dict,1956,1,1
Honduras,91,91.0,Central America,Americas,Ramon Villeda Morales,Ramon Villeda Morales.Honduras.1957.1962.Presidential Dem,Democracy,Presidential Dem,1957,6,1
Honduras,91,91.0,Central America,Americas,Oswaldo Lopez Arellano,Oswaldo Lopez Arellano.Honduras.1963.1970.Military Dict,Non-democracy,Military Dict,1963,8,1
Honduras,91,91.0,Central America,Americas,Ramon Ernesto Cruz Ucles,Ramon Ernesto Cruz Ucles.Honduras.1971.1971.Presidential Dem,Democracy,Presidential Dem,1971,1,1
Honduras,91,91.0,Central America,Americas,Oswaldo Lopez Arellano,Oswaldo Lopez Arellano.Honduras.1972.1974.Military Dict,Non-democracy,Military Dict,1972,3,1
Honduras,91,91.0,Central America,Americas,Juan Alberto Melgar Castro,Juan Alberto Melgar Castro.Honduras.1975.1977.Military Dict,Non-democracy,Military Dict,1975,3,1
Honduras,91,91.0,Central America,Americas,Policarpo Paz Garcia,Policarpo Paz Garcia.Honduras.1978.1981.Military Dict,Non-democracy,Military Dict,1978,4,1
Honduras,91,91.0,Central America,Americas,Roberto Suazo Cordova,Roberto Suazo Cordova.Honduras.1982.1985.Presidential Dem,Democracy,Presidential Dem,1982,4,1
Honduras,91,91.0,Central America,Americas,Jose Azcona Hoyo,Jose Azcona Hoyo.Honduras.1986.1989.Presidential Dem,Democracy,Presidential Dem,1986,4,1
Honduras,91,91.0,Central America,Americas,Rafael Leonardo Callejas,Rafael Leonardo Callejas.Honduras.1990.1993.Presidential Dem,Democracy,Presidential Dem,1990,4,1
Honduras,91,91.0,Central America,Americas,Carlos Roberto Reina Idiaquez,Carlos Roberto Reina Idiaquez.Honduras.1994.1997.Presidential Dem,Democracy,Presidential Dem,1994,4,1
Honduras,91,91.0,Central America,Americas,Carlos Roberto Flores Facusse,Carlos Roberto Flores Facusse.Honduras.1998.2001.Presidential Dem,Democracy,Presidential Dem,1998,4,1
Honduras,91,91.0,Central America,Americas,Ricardo Maduro Joest,Ricardo Maduro Joest.Honduras.2002.2005.Presidential Dem,Democracy,Presidential Dem,2002,4,1
Honduras,91,91.0,Central America,Americas,Josï¿½ Manuel Zelaya Rosales,Josï¿½ Manuel Zelaya Rosales.Honduras.2006.2008.Presidential Dem,Democracy,Presidential Dem,2006,3,0
Hungary,310,310.0,Eastern Europe,Europe,Matyas Rakosi,Matyas Rakosi.Hungary.1946.1955.Civilian Dict,Non-democracy,Civilian Dict,1946,10,1
Hungary,310,310.0,Eastern Europe,Europe,Janos Kadar,Janos Kadar.Hungary.1956.1987.Civilian Dict,Non-democracy,Civilian Dict,1956,32,1
Hungary,310,310.0,Eastern Europe,Europe,Karoly Grosz,Karoly Grosz.Hungary.1988.1988.Civilian Dict,Non-democracy,Civilian Dict,1988,1,1
Hungary,310,310.0,Eastern Europe,Europe,Miklos Nemeth,Miklos Nemeth.Hungary.1989.1989.Civilian Dict,Non-democracy,Civilian Dict,1989,1,1
Hungary,310,310.0,Eastern Europe,Europe,Jozsef Antall,Jozsef Antall.Hungary.1990.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1990,3,0
Hungary,310,310.0,Eastern Europe,Europe,Peter Boross,Peter Boross.Hungary.1993.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1993,1,1
Hungary,310,310.0,Eastern Europe,Europe,Gyula Horn,Gyula Horn.Hungary.1994.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1994,4,1
Hungary,310,310.0,Eastern Europe,Europe,Viktor Orban,Viktor Orban.Hungary.1998.2001.Parliamentary Dem,Democracy,Parliamentary Dem,1998,4,1
Hungary,310,310.0,Eastern Europe,Europe,Peter Medgyessy,Peter Medgyessy.Hungary.2002.2003.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2,1
Hungary,310,310.0,Eastern Europe,Europe,Ferenc Gyurcsï¿½ny,Ferenc Gyurcsï¿½ny.Hungary.2004.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2004,5,0
Iceland,395,395.0,Northern Europe,Europe,Olafur Thors,Olafur Thors.Iceland.1946.1946.Mixed Dem,Democracy,Mixed Dem,1946,1,1
Iceland,395,395.0,Northern Europe,Europe,Stefan Stefansson,Stefan Stefansson.Iceland.1947.1948.Mixed Dem,Democracy,Mixed Dem,1947,2,1
Iceland,395,395.0,Northern Europe,Europe,Olafur Thors,Olafur Thors.Iceland.1949.1949.Mixed Dem,Democracy,Mixed Dem,1949,1,1
Iceland,395,395.0,Northern Europe,Europe,Steingrimur Steinthorsson,Steingrimur Steinthorsson.Iceland.1950.1952.Mixed Dem,Democracy,Mixed Dem,1950,3,1
Iceland,395,395.0,Northern Europe,Europe,Olafur Thors,Olafur Thors.Iceland.1953.1955.Mixed Dem,Democracy,Mixed Dem,1953,3,1
Iceland,395,395.0,Northern Europe,Europe,Hermann Jonasson,Hermann Jonasson.Iceland.1956.1957.Mixed Dem,Democracy,Mixed Dem,1956,2,1
Iceland,395,395.0,Northern Europe,Europe,Emil Jonsson,Emil Jonsson.Iceland.1958.1958.Mixed Dem,Democracy,Mixed Dem,1958,1,1
Iceland,395,395.0,Northern Europe,Europe,Olafur Thors,Olafur Thors.Iceland.1959.1962.Mixed Dem,Democracy,Mixed Dem,1959,4,1
Iceland,395,395.0,Northern Europe,Europe,Bjarni Benediktsson,Bjarni Benediktsson.Iceland.1963.1969.Mixed Dem,Democracy,Mixed Dem,1963,7,0
Iceland,395,395.0,Northern Europe,Europe,Johann Hafstein,Johann Hafstein.Iceland.1970.1970.Mixed Dem,Democracy,Mixed Dem,1970,1,1
Iceland,395,395.0,Northern Europe,Europe,Olafur Johannesson,Olafur Johannesson.Iceland.1971.1973.Mixed Dem,Democracy,Mixed Dem,1971,3,1
Iceland,395,395.0,Northern Europe,Europe,Geir Hallgrimsson,Geir Hallgrimsson.Iceland.1974.1977.Mixed Dem,Democracy,Mixed Dem,1974,4,1
Iceland,395,395.0,Northern Europe,Europe,Olafur Johannesson,Olafur Johannesson.Iceland.1978.1978.Mixed Dem,Democracy,Mixed Dem,1978,1,1
Iceland,395,395.0,Northern Europe,Europe,Benedikt Groendal,Benedikt Groendal.Iceland.1979.1979.Mixed Dem,Democracy,Mixed Dem,1979,1,1
Iceland,395,395.0,Northern Europe,Europe,Gunnar Thoroddsen,Gunnar Thoroddsen.Iceland.1980.1982.Mixed Dem,Democracy,Mixed Dem,1980,3,1
Iceland,395,395.0,Northern Europe,Europe,Steingrimur Hermannsson,Steingrimur Hermannsson.Iceland.1983.1986.Mixed Dem,Democracy,Mixed Dem,1983,4,1
Iceland,395,395.0,Northern Europe,Europe,Thorsteinn Palsson,Thorsteinn Palsson.Iceland.1987.1987.Mixed Dem,Democracy,Mixed Dem,1987,1,1
Iceland,395,395.0,Northern Europe,Europe,Steingrimur Hermannsson,Steingrimur Hermannsson.Iceland.1988.1990.Mixed Dem,Democracy,Mixed Dem,1988,3,1
Iceland,395,395.0,Northern Europe,Europe,David Oddsson,David Oddsson.Iceland.1991.2003.Mixed Dem,Democracy,Mixed Dem,1991,13,1
Iceland,395,395.0,Northern Europe,Europe,Halldï¿½r ï¿½sgrï¿½msson,Halldï¿½r ï¿½sgrï¿½msson.Iceland.2004.2005.Mixed Dem,Democracy,Mixed Dem,2004,2,1
Iceland,395,395.0,Northern Europe,Europe,Geir Hilmar Haarde,Geir Hilmar Haarde.Iceland.2006.2008.Mixed Dem,Democracy,Mixed Dem,2006,3,0
India,750,750.0,Southern Asia,Asia,Jawaharlal Nehru,Jawaharlal Nehru.India.1947.1963.Parliamentary Dem,Democracy,Parliamentary Dem,1947,17,0
India,750,750.0,Southern Asia,Asia,Lal Bahadur Shastri,Lal Bahadur Shastri.India.1964.1965.Parliamentary Dem,Democracy,Parliamentary Dem,1964,2,1
India,750,750.0,Southern Asia,Asia,Indira Gandhi,Indira Gandhi.India.1966.1976.Parliamentary Dem,Democracy,Parliamentary Dem,1966,11,1
India,750,750.0,Southern Asia,Asia,Morarji Desai,Morarji Desai.India.1977.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1977,2,1
India,750,750.0,Southern Asia,Asia,Charan Singh,Charan Singh.India.1979.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1,1
India,750,750.0,Southern Asia,Asia,Indira Gandhi,Indira Gandhi.India.1980.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1980,4,0
India,750,750.0,Southern Asia,Asia,Rajiv Gandhi,Rajiv Gandhi.India.1984.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1984,5,0
India,750,750.0,Southern Asia,Asia,Vishwanath Pratap Singh,Vishwanath Pratap Singh.India.1989.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1,1
India,750,750.0,Southern Asia,Asia,Chandra Shekhar,Chandra Shekhar.India.1990.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1,1
India,750,750.0,Southern Asia,Asia,P.V. Narasimha Rao,P.V. Narasimha Rao.India.1991.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1991,5,1
India,750,750.0,Southern Asia,Asia,H.D. Deve Gowda,H.D. Deve Gowda.India.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1,1
India,750,750.0,Southern Asia,Asia,Inder Kumar Gujral,Inder Kumar Gujral.India.1997.1997.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1,1
India,750,750.0,Southern Asia,Asia,Atal Bihari Vajpayee,Atal Bihari Vajpayee.India.1998.2003.Parliamentary Dem,Democracy,Parliamentary Dem,1998,6,1
India,750,750.0,Southern Asia,Asia,Manmohan Singh,Manmohan Singh.India.2004.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2004,5,0
Indonesia,850,850.0,South-Eastern Asia,Asia,Sukarno,Sukarno.Indonesia.1949.1965.Civilian Dict,Non-democracy,Civilian Dict,1949,17,1
Indonesia,850,850.0,South-Eastern Asia,Asia,Suharto,Suharto.Indonesia.1966.1997.Military Dict,Non-democracy,Military Dict,1966,32,1
Indonesia,850,850.0,South-Eastern Asia,Asia,military,military.Indonesia.1998.1998.Military Dict,Non-democracy,Military Dict,1998,1,1
Indonesia,850,850.0,South-Eastern Asia,Asia,Abdurrahman Wahid,Abdurrahman Wahid.Indonesia.1999.2000.Presidential Dem,Democracy,Presidential Dem,1999,2,1
Indonesia,850,850.0,South-Eastern Asia,Asia,Megawati Sukarnoputri,Megawati Sukarnoputri.Indonesia.2001.2003.Presidential Dem,Democracy,Presidential Dem,2001,3,1
Indonesia,850,850.0,South-Eastern Asia,Asia,Susilo Bambang Yudhoyono,Susilo Bambang Yudhoyono.Indonesia.2004.2008.Presidential Dem,Democracy,Presidential Dem,2004,5,0
Iran,630,630.0,Southern Asia,Asia,Mohammed Reza Pahlavi,Mohammed Reza Pahlavi.Iran.1946.1978.Monarchy,Non-democracy,Monarchy,1946,33,1
Iran,630,630.0,Southern Asia,Asia,Ayatollah Ruhollah Khomeini,Ayatollah Ruhollah Khomeini.Iran.1979.1988.Civilian Dict,Non-democracy,Civilian Dict,1979,10,0
Iran,630,630.0,Southern Asia,Asia,Ayatollah Sayyed Ali Khamenei,Ayatollah Sayyed Ali Khamenei.Iran.1989.2008.Civilian Dict,Non-democracy,Civilian Dict,1989,20,0
Iraq,645,645.0,Western Asia,Asia,Abdul-Ilah,Abdul-Ilah.Iraq.1946.1952.Monarchy,Non-democracy,Monarchy,1946,7,1
Iraq,645,645.0,Western Asia,Asia,Faisal II,Faisal II.Iraq.1953.1957.Monarchy,Non-democracy,Monarchy,1953,5,0
Iraq,645,645.0,Western Asia,Asia,Najib el-Rubai,Najib el-Rubai.Iraq.1958.1962.Military Dict,Non-democracy,Military Dict,1958,5,1
Iraq,645,645.0,Western Asia,Asia,Abdul Salam Arif,Abdul Salam Arif.Iraq.1963.1965.Military Dict,Non-democracy,Military Dict,1963,3,0
Iraq,645,645.0,Western Asia,Asia,Abdul Rahman Arif,Abdul Rahman Arif.Iraq.1966.1967.Military Dict,Non-democracy,Military Dict,1966,2,1
Iraq,645,645.0,Western Asia,Asia,Ahmed al-Bakr,Ahmed al-Bakr.Iraq.1968.1978.Military Dict,Non-democracy,Military Dict,1968,11,1
Iraq,645,645.0,Western Asia,Asia,Saddam Hussein,Saddam Hussein.Iraq.1979.2002.Civilian Dict,Non-democracy,Civilian Dict,1979,24,1
Iraq,645,645.0,Western Asia,Asia,Lt. Gen. John P. Abizaid,Lt. Gen. John P. Abizaid.Iraq.2003.2008.Military Dict,Non-democracy,Military Dict,2003,6,0
Ireland,205,205.0,Northern Europe,Europe,Eamon de Valera,Eamon de Valera.Ireland.1946.1947.Mixed Dem,Democracy,Mixed Dem,1946,2,1
Ireland,205,205.0,Northern Europe,Europe,John Costello,John Costello.Ireland.1948.1950.Mixed Dem,Democracy,Mixed Dem,1948,3,1
Ireland,205,205.0,Northern Europe,Europe,Eamon de Valera,Eamon de Valera.Ireland.1951.1953.Mixed Dem,Democracy,Mixed Dem,1951,3,1
Ireland,205,205.0,Northern Europe,Europe,John Costello,John Costello.Ireland.1954.1956.Mixed Dem,Democracy,Mixed Dem,1954,3,1
Ireland,205,205.0,Northern Europe,Europe,Eamon de Valera,Eamon de Valera.Ireland.1957.1958.Mixed Dem,Democracy,Mixed Dem,1957,2,1
Ireland,205,205.0,Northern Europe,Europe,Sean Lemass,Sean Lemass.Ireland.1959.1965.Mixed Dem,Democracy,Mixed Dem,1959,7,1
Ireland,205,205.0,Northern Europe,Europe,John Lynch,John Lynch.Ireland.1966.1972.Mixed Dem,Democracy,Mixed Dem,1966,7,1
Ireland,205,205.0,Northern Europe,Europe,Liam Cosgrave,Liam Cosgrave.Ireland.1973.1976.Mixed Dem,Democracy,Mixed Dem,1973,4,1
Ireland,205,205.0,Northern Europe,Europe,John Lynch,John Lynch.Ireland.1977.1978.Mixed Dem,Democracy,Mixed Dem,1977,2,1
Ireland,205,205.0,Northern Europe,Europe,Charles Haughey,Charles Haughey.Ireland.1979.1980.Mixed Dem,Democracy,Mixed Dem,1979,2,1
Ireland,205,205.0,Northern Europe,Europe,Garret Fitzgerald,Garret Fitzgerald.Ireland.1981.1986.Mixed Dem,Democracy,Mixed Dem,1981,6,1
Ireland,205,205.0,Northern Europe,Europe,Charles Haughey,Charles Haughey.Ireland.1987.1991.Mixed Dem,Democracy,Mixed Dem,1987,5,1
Ireland,205,205.0,Northern Europe,Europe,Albert Reynolds,Albert Reynolds.Ireland.1992.1993.Mixed Dem,Democracy,Mixed Dem,1992,2,1
Ireland,205,205.0,Northern Europe,Europe,John Bruton,John Bruton.Ireland.1994.1996.Mixed Dem,Democracy,Mixed Dem,1994,3,1
Ireland,205,205.0,Northern Europe,Europe,Bertie Ahern,Bertie Ahern.Ireland.1997.2007.Mixed Dem,Democracy,Mixed Dem,1997,11,1
