       id        heduc   heblack   mixed     years   div  
    5978   12-15 years        No      No         4    No  
    5997     16+ years        No      No    24.846   Yes  
    6008    < 12 years        No     Yes    19.789   Yes  
    6014   12-15 years       Yes      No     2.716    No  
    6027   12-15 years        No      No    20.504    No  
    6030     16+ years        No      No     19.94    No  
    6034   12-15 years        No      No    20.923    No  
    6036   12-15 years        No      No    31.811    No  
    6042   12-15 years        No      No    6.2725   Yes  
    6045    < 12 years        No     Yes    42.502    No  
    6054    < 12 years        No     Yes   20.6245   Yes  
    6056     16+ years        No      No         8    No  
    6060   12-15 years        No      No    26.998    No  
    6063    < 12 years        No      No    26.998    No  
    6065   12-15 years        No      No    8.4955   Yes  
    6071     16+ years        No      No     1.591   Yes  
    6084    < 12 years        No      No     3.083   Yes  
    6086   12-15 years        No      No     3.083   Yes  
    6089   12-15 years        No      No     5.254    No  
    6092    < 12 years        No      No    10.311    No  
    6115    < 12 years        No      No    47.907    No  
    6122    < 12 years        No      No    47.028    No  
    6124     16+ years        No      No    52.917    No  
    6127   12-15 years        No      No    52.917    No  
    6137   12-15 years        No      No    49.944    No  
    6140   12-15 years        No      No    29.982    No  
    6143   12-15 years        No      No    57.166    No  
    6148    < 12 years        No     Yes    24.999   Yes  
    6155   12-15 years        No      No    22.453   Yes  
    6158   12-15 years        No     Yes    45.169    No  
    6164   12-15 years        No     Yes     .4985   Yes  
    6166   12-15 years        No      No    16.252   Yes  
    6168   12-15 years        No      No    21.949    No  
    6185   12-15 years        No      No    11.053    No  
    6186   12-15 years        No      No     3.168    No  
    6191   12-15 years        No      No    1.0595   Yes  
    6197     16+ years        No      No     6.188    No  
    6199   12-15 years        No      No     9.656    No  
    6202     16+ years        No      No     6.188    No  
    6205   12-15 years        No      No    49.687    No  
    6207   12-15 years        No      No    20.285    No  
    6209   12-15 years        No      No    46.905    No  
    6212   12-15 years        No      No    46.905    No  
    6218   12-15 years        No      No    38.998    No  
    6220     16+ years        No      No    21.651    No  
    6225   12-15 years        No      No    34.598    No  
    6229   12-15 years        No      No    14.052    No  
    6230   12-15 years        No      No    15.218    No  
    6233    < 12 years        No      No     27.42   Yes  
    6238    < 12 years        No      No     4.758    No  
    6240     16+ years        No      No     4.758    No  
    6245   12-15 years        No      No     1.038    No  
    6247     16+ years        No      No    25.169   Yes  
    6256   12-15 years        No      No       .81    No  
    6264   12-15 years        No      No    18.179    No  
    6266     16+ years        No      No    42.103    No  
    6279     16+ years        No      No      9.81    No  
    6280   12-15 years        No      No     5.667   Yes  
    6283   12-15 years        No      No    49.539    No  
    6295   12-15 years        No      No     2.001    No  
    6297    < 12 years        No      No    9.3345   Yes  
    6303    < 12 years        No      No    20.789    No  
    6312   12-15 years        No      No     9.213    No  
    6316   12-15 years        No      No     8.794    No  
    6318    < 12 years        No      No    36.586    No  
    6323   12-15 years        No      No     5.747   Yes  
    6329    < 12 years        No      No    51.458    No  
    6333   12-15 years        No      No     35.17    No  
    6336    < 12 years       Yes      No    25.999    No  
    6339    < 12 years        No      No      .101   Yes  
    6341   12-15 years        No      No     3.751   Yes  
    6345   12-15 years       Yes      No    2.6585   Yes  
    6348   12-15 years        No      No   27.4275   Yes  
    6350   12-15 years        No      No    11.992    No  
    6353   12-15 years        No      No     7.003    No  
    6357   12-15 years        No      No     15.25   Yes  
    6360   12-15 years        No      No    19.066    No  
    6367    < 12 years        No      No     8.616    No  
    6371     16+ years        No      No    13.733    No  
    6378   12-15 years        No      No   26.8335   Yes  
    6390   12-15 years        No      No    64.394    No  
    6393    < 12 years        No      No    64.394    No  
    6394    < 12 years        No      No    20.846    No  
    6400   12-15 years        No      No     6.768    No  
    6407     16+ years        No      No    6.8805   Yes  
    6410   12-15 years        No      No    31.647    No  
    6417   12-15 years        No     Yes     3.748   Yes  
    6426     16+ years        No      No     5.421    No  
    6429    < 12 years        No      No    45.418    No  
    6434   12-15 years        No      No    3.4555   Yes  
    6440   12-15 years        No      No    17.947    No  
    6443    < 12 years        No      No    46.984    No  
    6460   12-15 years        No      No     4.575   Yes  
    6467     16+ years        No      No     16.17   Yes  
    6468    < 12 years        No      No     16.17   Yes  
    6470     16+ years        No      No     4.679    No  
    6471     16+ years        No      No    19.165   Yes  
    6473     16+ years        No      No    25.435    No  
    6474     16+ years        No      No    25.435    No  
    6479    < 12 years        No      No    12.999    No  
    6493     16+ years        No      No    23.376    No  
    6495    < 12 years        No      No    26.001    No  
    6496   12-15 years        No      No    24.027   Yes  
    6498    < 12 years        No      No    14.059   Yes  
    6500   12-15 years        No      No      .252    No  
    6503   12-15 years        No      No      .252    No  
    6507   12-15 years        No      No    3.6715   Yes  
    6509   12-15 years        No      No    5.0405   Yes  
    6512     16+ years        No      No    23.414    No  
    6516   12-15 years        No      No   15.3375   Yes  
    6518   12-15 years       Yes      No    23.499   Yes  
    6522    < 12 years       Yes      No    13.002   Yes  
    6524    < 12 years        No      No    45.383    No  
    6527   12-15 years        No      No        12    No  
    6529   12-15 years        No      No    11.001    No  
    6533   12-15 years        No      No    53.821    No  
    6536   12-15 years        No      No    25.999    No  
